Age,Churn,Number of Referrals,Contract,Dependents,Married,Premium Tech Support,Referred a Friend
42,No,0,Month-to-Month,No,No,No,No
20,No,0,Month-to-Month,Yes,No,No,No
45,No,0,One Year,No,No,No,No
46,No,0,Month-to-Month,No,No,No,No
45,No,0,Two Year,No,No,No,No
19,No,0,Month-to-Month,No,No,No,No
26,No,7,Month-to-Month,No,Yes,No,Yes
57,No,0,Two Year,Yes,No,No,No
31,No,3,One Year,No,Yes,No,Yes
33,No,2,Two Year,No,Yes,Yes,Yes
52,No,0,Two Year,No,No,No,No
25,No,9,Two Year,No,Yes,Yes,Yes
25,No,10,Month-to-Month,No,Yes,No,Yes
52,No,10,Two Year,Yes,Yes,Yes,Yes
52,No,0,One Year,No,No,No,No
49,No,6,Two Year,No,Yes,Yes,Yes
30,No,0,One Year,No,No,Yes,No
28,No,0,Month-to-Month,No,No,No,No
38,No,0,Month-to-Month,No,No,No,No
63,No,0,Month-to-Month,No,No,No,No
45,No,0,One Year,No,No,No,No
48,No,6,Two Year,Yes,Yes,No,Yes
35,No,8,Two Year,No,Yes,No,Yes
54,No,0,One Year,No,No,No,No
53,No,9,One Year,No,Yes,Yes,Yes
38,No,3,Two Year,Yes,Yes,Yes,Yes
61,No,0,Month-to-Month,No,No,Yes,No
40,No,9,Two Year,Yes,Yes,No,Yes
42,No,4,Two Year,No,Yes,Yes,Yes
30,No,0,Month-to-Month,No,No,Yes,No
23,No,1,Two Year,Yes,Yes,No,Yes
32,No,4,Two Year,No,Yes,Yes,Yes
38,No,0,One Year,No,No,No,No
22,No,7,One Year,No,Yes,No,Yes
47,No,6,Month-to-Month,Yes,Yes,No,Yes
21,No,4,Month-to-Month,No,Yes,Yes,Yes
52,No,6,One Year,No,Yes,Yes,Yes
61,No,6,Two Year,Yes,Yes,No,Yes
19,No,0,One Year,No,No,No,No
26,No,0,One Year,No,No,Yes,No
22,No,9,One Year,Yes,Yes,Yes,Yes
38,No,7,Month-to-Month,No,Yes,No,Yes
44,No,0,Two Year,No,No,Yes,No
57,No,7,One Year,No,Yes,No,Yes
58,No,0,One Year,No,No,No,No
39,No,4,Two Year,Yes,Yes,No,Yes
46,No,8,Two Year,No,Yes,Yes,Yes
31,No,9,Two Year,No,Yes,Yes,Yes
40,No,0,Two Year,No,Yes,Yes,No
48,No,2,Two Year,No,Yes,Yes,Yes
64,No,10,Two Year,No,Yes,Yes,Yes
34,No,9,Month-to-Month,Yes,Yes,No,Yes
62,No,0,One Year,No,No,No,No
27,No,10,Two Year,No,Yes,Yes,Yes
54,No,3,One Year,No,Yes,No,Yes
40,No,2,Month-to-Month,No,Yes,No,Yes
24,No,3,Two Year,Yes,Yes,No,Yes
26,No,2,Two Year,Yes,Yes,No,Yes
61,No,0,Month-to-Month,No,No,Yes,No
33,No,6,Two Year,No,Yes,Yes,Yes
28,No,8,One Year,No,Yes,No,Yes
25,No,3,One Year,No,Yes,No,Yes
50,No,0,Month-to-Month,No,No,Yes,No
55,No,5,Two Year,No,Yes,Yes,Yes
40,No,9,Two Year,Yes,Yes,No,Yes
44,No,7,One Year,No,Yes,No,Yes
51,No,3,Two Year,No,Yes,Yes,Yes
48,No,0,Two Year,No,No,No,No
50,No,6,Month-to-Month,Yes,Yes,No,Yes
38,No,0,Month-to-Month,No,No,Yes,No
58,No,0,One Year,No,No,No,No
35,No,0,Month-to-Month,No,No,No,No
47,No,7,One Year,No,Yes,No,Yes
42,No,0,Month-to-Month,Yes,No,No,No
26,No,0,One Year,No,No,Yes,No
32,No,0,One Year,No,No,Yes,No
57,No,0,One Year,No,No,No,No
31,No,0,Two Year,No,No,No,No
19,No,6,Month-to-Month,No,Yes,No,Yes
51,No,0,Two Year,No,No,Yes,No
25,No,6,Two Year,No,Yes,Yes,Yes
42,No,0,Two Year,No,No,No,No
44,No,0,Month-to-Month,Yes,No,No,No
33,No,2,One Year,No,Yes,No,Yes
20,No,0,Month-to-Month,Yes,No,No,No
37,No,0,Month-to-Month,No,No,No,No
49,No,6,Two Year,Yes,Yes,Yes,Yes
27,No,5,Two Year,No,Yes,Yes,Yes
57,No,2,Two Year,No,Yes,Yes,Yes
53,No,5,Two Year,Yes,Yes,No,Yes
58,No,0,Two Year,No,No,No,No
54,No,4,Month-to-Month,No,Yes,Yes,Yes
59,No,7,Two Year,No,Yes,Yes,Yes
40,No,8,One Year,No,Yes,No,Yes
28,No,9,Month-to-Month,Yes,Yes,No,Yes
53,No,0,Month-to-Month,No,No,No,No
37,No,2,One Year,No,Yes,Yes,Yes
23,No,1,One Year,Yes,Yes,No,Yes
34,No,0,Two Year,No,No,Yes,No
36,No,0,Two Year,No,No,Yes,No
28,No,0,One Year,No,No,No,No
20,No,0,One Year,Yes,Yes,Yes,No
62,No,2,Two Year,No,Yes,Yes,Yes
61,No,10,One Year,No,Yes,Yes,Yes
28,No,0,Month-to-Month,No,No,No,No
23,No,8,Two Year,Yes,Yes,No,Yes
61,No,5,Two Year,Yes,Yes,No,Yes
44,No,9,Month-to-Month,Yes,Yes,No,Yes
39,No,6,Two Year,No,Yes,Yes,Yes
60,No,0,Two Year,Yes,No,No,No
30,No,1,Month-to-Month,Yes,Yes,No,Yes
21,No,2,One Year,No,Yes,Yes,Yes
47,No,0,One Year,No,No,Yes,No
52,No,2,Month-to-Month,Yes,Yes,No,Yes
56,No,10,One Year,No,Yes,No,Yes
49,No,1,One Year,No,Yes,No,Yes
35,No,3,Month-to-Month,Yes,Yes,Yes,Yes
24,No,0,Month-to-Month,No,No,No,No
48,No,0,Two Year,Yes,Yes,No,No
43,No,3,One Year,Yes,Yes,No,Yes
46,No,8,Two Year,No,Yes,Yes,Yes
22,No,0,Month-to-Month,No,No,Yes,No
61,No,2,Month-to-Month,No,Yes,No,Yes
57,No,0,Month-to-Month,Yes,No,No,No
58,No,9,Two Year,Yes,Yes,No,Yes
43,No,6,One Year,No,Yes,No,Yes
24,No,3,Month-to-Month,Yes,Yes,No,Yes
31,No,7,Two Year,Yes,Yes,Yes,Yes
29,No,0,Month-to-Month,No,No,No,No
37,No,0,Two Year,No,No,Yes,No
28,No,0,Month-to-Month,No,No,No,No
60,No,0,Month-to-Month,No,No,No,No
53,No,9,Two Year,Yes,Yes,No,Yes
42,No,1,Two Year,Yes,Yes,No,Yes
36,No,0,Month-to-Month,No,No,No,No
23,No,10,One Year,No,Yes,No,Yes
54,No,8,One Year,No,Yes,No,Yes
54,No,1,Month-to-Month,No,Yes,No,Yes
64,No,5,Two Year,Yes,Yes,No,Yes
24,No,8,Month-to-Month,Yes,Yes,No,Yes
37,No,0,Month-to-Month,No,No,No,No
37,No,8,Month-to-Month,No,Yes,No,Yes
43,No,1,Two Year,No,Yes,Yes,Yes
38,No,0,Two Year,No,No,Yes,No
29,No,9,Two Year,No,Yes,Yes,Yes
30,No,0,Month-to-Month,No,No,No,No
48,No,1,Two Year,Yes,Yes,Yes,Yes
34,No,1,One Year,Yes,Yes,Yes,Yes
32,No,0,Month-to-Month,No,No,No,No
29,No,0,One Year,No,No,No,No
52,No,0,Month-to-Month,Yes,No,No,No
57,No,1,Month-to-Month,Yes,Yes,Yes,Yes
22,No,0,One Year,No,No,No,No
47,No,0,One Year,No,No,Yes,No
23,No,1,Month-to-Month,Yes,Yes,No,Yes
44,No,0,Month-to-Month,Yes,No,No,No
41,No,1,Month-to-Month,Yes,Yes,No,Yes
34,No,0,Month-to-Month,No,No,No,No
63,No,0,Month-to-Month,No,No,No,No
57,No,0,One Year,Yes,Yes,Yes,No
20,No,1,One Year,No,Yes,No,Yes
38,No,0,Month-to-Month,No,No,No,No
38,No,0,Month-to-Month,No,No,No,No
44,No,0,One Year,No,No,No,No
31,No,6,Month-to-Month,Yes,Yes,No,Yes
24,No,10,Month-to-Month,No,Yes,No,Yes
46,No,0,Month-to-Month,Yes,No,Yes,No
46,No,0,Month-to-Month,Yes,No,No,No
50,No,2,One Year,No,Yes,Yes,Yes
21,No,5,One Year,Yes,Yes,No,Yes
24,No,2,Two Year,Yes,Yes,No,Yes
58,No,8,One Year,Yes,Yes,Yes,Yes
41,No,7,Month-to-Month,No,Yes,No,Yes
28,No,0,Two Year,Yes,No,Yes,No
46,No,4,Two Year,Yes,Yes,Yes,Yes
21,No,2,One Year,No,Yes,No,Yes
23,No,0,One Year,No,No,No,No
53,No,0,Month-to-Month,No,No,Yes,No
33,No,0,One Year,No,No,Yes,No
56,No,3,Month-to-Month,Yes,Yes,No,Yes
19,No,0,Month-to-Month,No,No,No,No
38,No,0,One Year,No,No,No,No
57,No,0,Month-to-Month,No,No,No,No
48,No,5,Month-to-Month,No,Yes,No,Yes
35,No,0,Two Year,No,No,No,No
61,No,0,One Year,No,No,Yes,No
44,No,1,Month-to-Month,Yes,Yes,No,Yes
44,No,0,Month-to-Month,Yes,No,No,No
38,No,0,Month-to-Month,No,No,No,No
61,No,8,One Year,No,Yes,No,Yes
22,No,5,Month-to-Month,Yes,Yes,No,Yes
27,No,9,Two Year,Yes,Yes,No,Yes
56,No,6,Month-to-Month,Yes,Yes,No,Yes
55,No,0,Month-to-Month,No,No,No,No
25,No,7,Month-to-Month,Yes,Yes,No,Yes
62,No,9,Two Year,Yes,Yes,Yes,Yes
30,No,0,Two Year,No,No,No,No
28,No,3,Two Year,Yes,Yes,No,Yes
23,No,0,Month-to-Month,No,No,No,No
20,No,3,Two Year,Yes,Yes,No,Yes
30,No,0,One Year,No,No,No,No
61,No,0,Month-to-Month,Yes,No,Yes,No
62,No,1,Month-to-Month,No,Yes,No,Yes
37,No,4,Two Year,Yes,Yes,No,Yes
61,No,7,One Year,Yes,Yes,Yes,Yes
30,No,0,One Year,No,No,No,No
55,No,1,Two Year,No,Yes,No,Yes
38,No,8,Two Year,No,Yes,Yes,Yes
40,No,1,Month-to-Month,Yes,Yes,No,Yes
51,No,0,Month-to-Month,No,No,No,No
46,No,0,Two Year,No,No,Yes,No
41,No,10,Two Year,No,Yes,Yes,Yes
54,No,0,Month-to-Month,No,No,No,No
38,No,0,Month-to-Month,No,No,No,No
33,No,6,Two Year,Yes,Yes,Yes,Yes
38,No,8,Month-to-Month,No,Yes,No,Yes
57,No,6,Month-to-Month,Yes,Yes,No,Yes
44,No,7,One Year,Yes,Yes,Yes,Yes
50,No,0,Month-to-Month,No,No,Yes,No
57,No,8,One Year,Yes,Yes,Yes,Yes
21,No,0,Two Year,Yes,No,Yes,No
37,No,0,Month-to-Month,No,Yes,No,No
56,No,1,Month-to-Month,No,Yes,No,Yes
47,No,1,One Year,No,Yes,No,Yes
64,No,0,Two Year,No,No,No,No
34,No,1,Month-to-Month,No,Yes,No,Yes
32,No,1,Month-to-Month,No,Yes,Yes,Yes
44,No,0,One Year,Yes,No,No,No
29,No,1,One Year,Yes,Yes,Yes,Yes
24,No,1,Two Year,Yes,Yes,No,Yes
35,No,0,One Year,No,No,No,No
37,No,1,One Year,Yes,Yes,No,Yes
43,No,1,One Year,Yes,Yes,No,Yes
20,No,9,Two Year,No,Yes,No,Yes
42,No,0,Two Year,No,No,Yes,No
45,No,9,Two Year,No,Yes,No,Yes
38,No,3,One Year,No,Yes,Yes,Yes
19,No,10,Two Year,Yes,Yes,No,Yes
51,No,0,Two Year,No,No,Yes,No
39,No,0,Month-to-Month,No,No,No,No
39,No,0,Month-to-Month,No,Yes,No,No
41,No,9,Two Year,Yes,Yes,Yes,Yes
43,No,7,One Year,Yes,Yes,Yes,Yes
64,No,8,Two Year,Yes,Yes,No,Yes
22,No,0,Two Year,Yes,No,No,No
25,No,1,Two Year,Yes,Yes,Yes,Yes
45,No,0,Month-to-Month,No,No,Yes,No
59,No,10,Two Year,No,Yes,No,Yes
39,No,2,Two Year,Yes,Yes,No,Yes
51,No,8,One Year,No,Yes,Yes,Yes
33,No,0,Two Year,No,No,Yes,No
31,No,10,Two Year,Yes,Yes,Yes,Yes
48,No,7,Two Year,Yes,Yes,No,Yes
60,No,0,Two Year,No,No,Yes,No
61,No,10,Two Year,Yes,Yes,No,Yes
23,No,0,One Year,Yes,No,Yes,No
46,No,3,One Year,No,Yes,No,Yes
58,No,5,One Year,Yes,Yes,Yes,Yes
26,No,0,Month-to-Month,No,No,Yes,No
63,No,0,Two Year,No,No,Yes,No
33,No,0,Month-to-Month,No,No,No,No
58,No,10,Two Year,Yes,Yes,No,Yes
27,No,0,Month-to-Month,No,No,No,No
20,No,7,One Year,No,Yes,No,Yes
30,No,0,Month-to-Month,No,No,No,No
43,No,0,Month-to-Month,No,No,No,No
49,No,8,Month-to-Month,No,Yes,No,Yes
35,No,0,Month-to-Month,No,No,No,No
22,No,0,One Year,No,No,No,No
46,No,2,Two Year,No,Yes,Yes,Yes
43,No,4,Two Year,Yes,Yes,No,Yes
33,No,9,Two Year,Yes,Yes,Yes,Yes
44,No,5,Two Year,Yes,Yes,No,Yes
52,No,1,Two Year,Yes,Yes,Yes,Yes
19,No,2,Two Year,Yes,Yes,No,Yes
21,No,1,Two Year,No,Yes,No,Yes
42,No,1,Two Year,Yes,Yes,Yes,Yes
61,No,1,Two Year,No,Yes,No,Yes
31,No,0,Month-to-Month,No,No,No,No
38,No,1,Month-to-Month,Yes,Yes,Yes,Yes
41,No,0,Two Year,No,No,No,No
56,No,0,Month-to-Month,No,No,No,No
62,No,0,Month-to-Month,Yes,No,No,No
47,No,0,Month-to-Month,No,Yes,No,No
49,No,0,Two Year,No,No,No,No
21,No,1,Month-to-Month,Yes,Yes,No,Yes
26,No,0,One Year,Yes,No,No,No
52,No,0,Month-to-Month,No,No,Yes,No
37,No,1,Month-to-Month,Yes,Yes,No,Yes
38,No,0,Month-to-Month,No,No,No,No
57,No,1,Two Year,Yes,Yes,No,Yes
25,No,1,Two Year,No,Yes,Yes,Yes
30,No,1,Two Year,No,Yes,Yes,Yes
63,No,1,One Year,Yes,Yes,No,Yes
53,No,9,One Year,No,Yes,No,Yes
56,No,0,Month-to-Month,No,No,No,No
23,No,0,Two Year,No,No,Yes,No
53,No,0,Month-to-Month,No,No,No,No
61,No,6,Two Year,Yes,Yes,Yes,Yes
48,No,3,One Year,Yes,Yes,Yes,Yes
56,No,0,Two Year,No,No,Yes,No
33,No,0,Month-to-Month,No,No,No,No
23,No,0,Two Year,No,No,No,No
23,No,0,Month-to-Month,No,No,No,No
43,No,8,Month-to-Month,Yes,Yes,Yes,Yes
47,No,0,Two Year,No,No,Yes,No
47,No,0,One Year,Yes,Yes,No,No
22,No,0,Month-to-Month,No,No,Yes,No
21,No,6,Two Year,No,Yes,Yes,Yes
56,No,0,Month-to-Month,Yes,No,No,No
48,No,1,Month-to-Month,Yes,Yes,Yes,Yes
32,No,0,Month-to-Month,No,No,No,No
31,No,7,One Year,No,Yes,No,Yes
60,No,0,Two Year,No,No,No,No
49,No,0,Month-to-Month,No,No,Yes,No
52,No,8,Two Year,No,Yes,Yes,Yes
63,No,0,Two Year,No,No,No,No
35,No,8,One Year,No,Yes,Yes,Yes
28,No,0,Two Year,No,No,No,No
19,No,5,Two Year,Yes,Yes,Yes,Yes
37,No,0,Month-to-Month,No,No,Yes,No
50,No,0,Month-to-Month,No,No,No,No
55,No,0,Two Year,No,No,Yes,No
40,No,0,Month-to-Month,No,No,No,No
48,No,0,Month-to-Month,No,No,No,No
44,No,5,Two Year,No,Yes,No,Yes
44,No,0,Month-to-Month,No,No,No,No
23,No,0,Month-to-Month,No,No,No,No
35,No,9,Two Year,Yes,Yes,Yes,Yes
62,No,0,One Year,No,No,Yes,No
32,No,0,Month-to-Month,No,No,No,No
38,No,2,Two Year,Yes,Yes,No,Yes
57,No,0,Two Year,No,No,Yes,No
28,No,0,Month-to-Month,Yes,No,No,No
64,No,0,Two Year,No,No,Yes,No
52,No,7,One Year,No,Yes,No,Yes
19,No,6,One Year,Yes,Yes,No,Yes
48,No,0,Two Year,Yes,No,Yes,No
41,No,0,Two Year,No,No,Yes,No
21,No,2,One Year,Yes,Yes,Yes,Yes
25,No,0,Month-to-Month,No,No,Yes,No
31,No,0,One Year,No,No,No,No
59,No,10,Two Year,Yes,Yes,No,Yes
28,No,0,One Year,No,No,No,No
62,No,0,One Year,No,No,No,No
35,No,9,Two Year,Yes,Yes,Yes,Yes
63,No,6,Two Year,No,Yes,Yes,Yes
48,No,0,One Year,No,No,Yes,No
48,No,10,Two Year,No,Yes,No,Yes
26,No,0,Month-to-Month,No,No,Yes,No
32,No,0,One Year,No,No,No,No
64,No,0,Month-to-Month,No,No,No,No
57,No,0,Two Year,No,No,No,No
58,No,6,Month-to-Month,Yes,Yes,No,Yes
64,No,6,One Year,No,Yes,Yes,Yes
21,No,0,Two Year,No,No,Yes,No
46,No,7,Two Year,No,Yes,Yes,Yes
27,No,0,Month-to-Month,No,No,No,No
54,No,0,Month-to-Month,No,No,No,No
21,No,8,One Year,Yes,Yes,No,Yes
62,No,0,Month-to-Month,No,No,No,No
29,No,3,One Year,Yes,Yes,No,Yes
37,No,4,Two Year,No,Yes,No,Yes
44,No,6,One Year,No,Yes,No,Yes
47,No,0,Month-to-Month,No,No,No,No
28,No,0,Month-to-Month,No,No,No,No
26,No,0,Two Year,No,No,Yes,No
23,No,0,Month-to-Month,No,No,No,No
33,No,0,Month-to-Month,No,Yes,No,No
35,No,4,Two Year,Yes,Yes,Yes,Yes
21,No,0,Two Year,No,No,Yes,No
39,No,2,Two Year,Yes,Yes,No,Yes
31,No,0,Month-to-Month,No,No,No,No
28,No,9,One Year,Yes,Yes,No,Yes
34,No,0,Month-to-Month,No,No,No,No
42,No,0,Two Year,Yes,No,No,No
31,No,0,One Year,No,No,No,No
45,No,0,One Year,No,No,Yes,No
46,No,0,Month-to-Month,No,No,No,No
51,No,0,Month-to-Month,Yes,No,No,No
27,No,8,Month-to-Month,No,Yes,No,Yes
46,No,0,Month-to-Month,No,No,No,No
47,No,0,One Year,No,No,Yes,No
30,No,10,Two Year,Yes,Yes,No,Yes
35,No,5,One Year,No,Yes,Yes,Yes
64,No,0,Two Year,No,No,Yes,No
51,No,8,Two Year,No,Yes,Yes,Yes
54,No,9,Two Year,No,Yes,Yes,Yes
60,No,3,Two Year,Yes,Yes,No,Yes
63,No,0,Month-to-Month,No,No,No,No
23,No,0,One Year,Yes,Yes,No,No
33,No,0,One Year,No,No,No,No
21,No,4,Month-to-Month,Yes,Yes,No,Yes
32,No,0,Month-to-Month,No,No,Yes,No
59,No,3,Month-to-Month,No,Yes,No,Yes
47,No,7,One Year,Yes,Yes,No,Yes
31,No,0,Month-to-Month,No,No,No,No
20,No,0,Month-to-Month,No,No,No,No
28,No,0,One Year,No,No,No,No
21,No,0,Two Year,No,No,Yes,No
47,No,4,Month-to-Month,Yes,Yes,No,Yes
31,No,4,Month-to-Month,Yes,Yes,Yes,Yes
53,No,0,Month-to-Month,No,No,No,No
37,No,1,One Year,No,Yes,Yes,Yes
28,No,0,Month-to-Month,Yes,No,Yes,No
57,No,0,One Year,No,No,No,No
40,No,3,Month-to-Month,Yes,Yes,No,Yes
49,No,5,Two Year,Yes,Yes,Yes,Yes
25,No,4,Month-to-Month,No,Yes,No,Yes
37,No,0,Month-to-Month,No,No,Yes,No
27,No,0,Month-to-Month,No,No,No,No
39,No,0,One Year,No,No,No,No
26,No,6,Two Year,Yes,Yes,Yes,Yes
33,No,9,Month-to-Month,No,Yes,No,Yes
20,No,0,Two Year,No,No,Yes,No
19,No,0,One Year,Yes,No,No,No
61,No,2,Two Year,Yes,Yes,No,Yes
19,No,0,One Year,Yes,No,No,No
63,No,0,Month-to-Month,No,No,No,No
30,No,0,Two Year,No,No,No,No
34,No,0,Month-to-Month,No,No,No,No
27,No,0,Month-to-Month,No,No,No,No
51,No,0,Month-to-Month,No,No,No,No
37,No,2,Month-to-Month,No,Yes,No,Yes
53,No,0,One Year,Yes,No,No,No
58,No,9,Month-to-Month,Yes,Yes,No,Yes
47,No,8,One Year,Yes,Yes,Yes,Yes
44,No,0,Two Year,No,No,No,No
49,No,7,Two Year,No,Yes,Yes,Yes
38,No,3,Two Year,No,Yes,No,Yes
47,No,0,One Year,Yes,No,No,No
40,No,10,Month-to-Month,Yes,Yes,No,Yes
40,No,6,Two Year,Yes,Yes,No,Yes
20,No,0,Two Year,No,No,No,No
32,No,6,Two Year,Yes,Yes,Yes,Yes
34,No,9,Two Year,No,Yes,No,Yes
40,No,9,Two Year,No,Yes,No,Yes
64,No,0,Month-to-Month,No,No,No,No
34,No,0,One Year,No,No,No,No
39,No,10,Two Year,No,Yes,No,Yes
57,No,9,Two Year,No,Yes,No,Yes
48,No,0,Month-to-Month,No,No,No,No
34,No,1,One Year,No,Yes,No,Yes
45,No,0,Month-to-Month,No,No,No,No
37,No,0,Two Year,No,No,No,No
24,No,0,Two Year,No,No,No,No
33,No,0,One Year,No,Yes,Yes,No
25,No,0,Two Year,No,No,No,No
57,No,4,One Year,Yes,Yes,No,Yes
56,No,0,Month-to-Month,No,No,No,No
23,No,0,Two Year,No,No,No,No
34,No,1,Two Year,Yes,Yes,No,Yes
19,No,5,Month-to-Month,Yes,Yes,Yes,Yes
28,No,0,Month-to-Month,No,No,No,No
19,No,0,Month-to-Month,No,No,Yes,No
27,No,1,Two Year,Yes,Yes,No,Yes
54,No,0,Month-to-Month,No,No,Yes,No
59,No,6,Month-to-Month,No,Yes,No,Yes
50,No,5,Month-to-Month,No,Yes,No,Yes
33,No,7,One Year,Yes,Yes,No,Yes
26,No,0,Month-to-Month,No,No,No,No
44,No,3,Two Year,Yes,Yes,Yes,Yes
42,No,2,Two Year,No,Yes,Yes,Yes
24,No,0,One Year,No,No,No,No
36,No,5,One Year,Yes,Yes,No,Yes
63,No,10,Two Year,Yes,Yes,No,Yes
42,No,0,Month-to-Month,No,No,No,No
32,No,0,Two Year,Yes,Yes,Yes,No
27,No,2,Month-to-Month,No,Yes,No,Yes
45,No,0,Month-to-Month,No,No,No,No
53,No,0,Month-to-Month,No,No,Yes,No
61,No,2,Two Year,Yes,Yes,No,Yes
31,No,0,Month-to-Month,No,No,No,No
25,No,0,One Year,No,No,No,No
48,No,0,Month-to-Month,No,No,No,No
31,No,2,Two Year,No,Yes,Yes,Yes
47,No,1,Two Year,Yes,Yes,No,Yes
25,No,4,Two Year,No,Yes,No,Yes
62,No,0,One Year,No,No,No,No
56,No,9,Month-to-Month,No,Yes,No,Yes
23,No,0,Month-to-Month,No,No,No,No
55,No,9,One Year,No,Yes,Yes,Yes
42,No,0,Month-to-Month,No,No,No,No
36,No,10,Two Year,Yes,Yes,No,Yes
30,No,0,Month-to-Month,No,No,Yes,No
21,No,9,One Year,Yes,Yes,No,Yes
32,No,0,Month-to-Month,No,No,No,No
54,No,8,One Year,No,Yes,No,Yes
34,No,0,One Year,No,No,No,No
39,No,0,Two Year,No,No,No,No
21,No,0,Two Year,No,No,Yes,No
46,No,0,Two Year,No,No,Yes,No
39,No,8,Two Year,Yes,Yes,No,Yes
19,No,7,Month-to-Month,Yes,Yes,Yes,Yes
49,No,7,One Year,No,Yes,Yes,Yes
39,No,3,Month-to-Month,Yes,Yes,Yes,Yes
38,No,0,One Year,No,No,Yes,No
53,No,9,Two Year,Yes,Yes,No,Yes
57,No,0,Two Year,No,No,Yes,No
43,No,0,One Year,No,No,No,No
61,No,8,Two Year,Yes,Yes,Yes,Yes
31,No,0,Month-to-Month,No,No,Yes,No
47,No,4,Two Year,Yes,Yes,No,Yes
22,No,8,Two Year,No,Yes,No,Yes
24,No,7,Two Year,No,Yes,Yes,Yes
55,No,0,Month-to-Month,No,No,No,No
41,No,7,One Year,Yes,Yes,Yes,Yes
55,No,3,Two Year,No,Yes,Yes,Yes
46,No,0,Month-to-Month,No,No,No,No
31,No,3,Two Year,Yes,Yes,Yes,Yes
62,No,0,One Year,Yes,No,Yes,No
26,No,7,Two Year,Yes,Yes,No,Yes
60,No,8,Two Year,Yes,Yes,No,Yes
48,No,0,Month-to-Month,Yes,Yes,No,No
39,No,7,Two Year,No,Yes,Yes,Yes
42,No,0,Month-to-Month,No,No,No,No
21,No,8,One Year,Yes,Yes,No,Yes
44,No,6,One Year,No,Yes,Yes,Yes
43,No,1,Two Year,No,Yes,No,Yes
51,No,0,Two Year,No,No,No,No
27,No,0,Two Year,No,No,No,No
45,No,0,Month-to-Month,No,No,Yes,No
58,No,0,Month-to-Month,No,No,No,No
40,No,9,Month-to-Month,Yes,Yes,Yes,Yes
62,No,10,Month-to-Month,Yes,Yes,No,Yes
32,No,0,One Year,No,No,Yes,No
29,No,0,Month-to-Month,No,No,No,No
45,No,3,One Year,No,Yes,Yes,Yes
41,No,4,Month-to-Month,Yes,Yes,No,Yes
34,No,0,Month-to-Month,No,No,No,No
26,No,0,Month-to-Month,No,No,No,No
30,No,0,Month-to-Month,No,No,No,No
39,No,0,Month-to-Month,Yes,Yes,Yes,No
53,No,0,Month-to-Month,No,No,Yes,No
57,No,6,One Year,Yes,Yes,No,Yes
50,No,5,One Year,No,Yes,Yes,Yes
34,No,9,Two Year,No,Yes,Yes,Yes
22,No,0,Month-to-Month,No,No,No,No
22,No,4,Two Year,Yes,Yes,Yes,Yes
50,No,5,Two Year,Yes,Yes,Yes,Yes
24,No,9,Two Year,Yes,Yes,Yes,Yes
43,No,0,Month-to-Month,No,No,Yes,No
62,No,0,Month-to-Month,Yes,No,No,No
54,No,0,Month-to-Month,No,No,No,No
60,No,0,Month-to-Month,No,No,Yes,No
39,No,0,Two Year,No,No,No,No
24,No,0,Two Year,No,No,No,No
47,No,2,One Year,Yes,Yes,No,Yes
57,No,6,Two Year,Yes,Yes,Yes,Yes
56,No,7,One Year,No,Yes,No,Yes
49,No,0,Two Year,No,No,Yes,No
52,No,3,Two Year,Yes,Yes,No,Yes
61,No,2,Two Year,Yes,Yes,No,Yes
20,No,2,Two Year,No,Yes,No,Yes
37,No,0,Month-to-Month,Yes,No,No,No
35,No,0,Month-to-Month,No,No,Yes,No
27,No,3,One Year,Yes,Yes,No,Yes
56,No,8,Two Year,No,Yes,Yes,Yes
40,No,0,Month-to-Month,No,No,No,No
64,No,0,Month-to-Month,No,No,No,No
19,No,0,Month-to-Month,No,No,No,No
43,No,6,Month-to-Month,Yes,Yes,No,Yes
36,No,0,Month-to-Month,No,No,No,No
58,No,0,One Year,No,No,Yes,No
31,No,0,One Year,No,No,No,No
41,No,0,Month-to-Month,No,No,No,No
45,No,6,Two Year,Yes,Yes,No,Yes
25,No,1,Two Year,Yes,Yes,Yes,Yes
47,No,0,One Year,No,No,No,No
21,No,4,Two Year,Yes,Yes,Yes,Yes
22,No,7,One Year,Yes,Yes,Yes,Yes
64,No,0,One Year,Yes,No,Yes,No
31,No,0,Month-to-Month,No,No,No,No
33,No,0,Month-to-Month,No,No,No,No
25,No,10,Two Year,Yes,Yes,Yes,Yes
34,No,0,Month-to-Month,Yes,No,No,No
54,No,2,Two Year,Yes,Yes,No,Yes
59,No,0,Month-to-Month,No,No,No,No
50,No,0,Two Year,No,No,No,No
61,No,2,Two Year,No,Yes,No,Yes
30,No,0,One Year,No,No,Yes,No
20,No,0,One Year,No,No,No,No
29,No,0,Month-to-Month,Yes,No,No,No
27,No,6,One Year,No,Yes,No,Yes
63,No,6,One Year,No,Yes,Yes,Yes
22,No,0,Month-to-Month,No,No,No,No
22,No,9,Two Year,Yes,Yes,Yes,Yes
57,No,6,Month-to-Month,No,Yes,No,Yes
40,No,0,Two Year,Yes,Yes,Yes,No
19,No,0,One Year,Yes,No,Yes,No
53,No,10,Two Year,Yes,Yes,Yes,Yes
43,No,1,One Year,Yes,Yes,No,Yes
45,No,5,Two Year,Yes,Yes,No,Yes
37,No,10,One Year,No,Yes,No,Yes
64,No,0,Month-to-Month,No,No,No,No
60,No,0,Month-to-Month,No,No,No,No
34,No,0,Month-to-Month,No,No,No,No
